id,text,entities,relations
1811,     Figure 9. The PowerShell downloading and installing AnyDeskMSI     ,"[{'end_offset': 29, 'id': 5340, 'label': 'tools', 'start_offset': 19}, {'end_offset': 67, 'id': 46932, 'label': 'tools', 'start_offset': 57}]","[{'from_id': 5340, 'id': 263, 'to_id': 46932, 'type': 'downloads'}]"
1392," Palo Alto Networks customers receive protections against the OctoberCMS vulnerability in the following ways:  Palo Alto Networks customers receive protections against WhisperGate malware in the following ways:  The Cortex XSOAR ""WhisperGate & CVE-2021-32648'' pack can help automatically detect and mitigate the two threats.","[{'end_offset': 19, 'id': 44991, 'label': 'identity', 'start_offset': 1}, {'end_offset': 228, 'id': 44996, 'label': 'SOFTWARE', 'start_offset': 216}, {'end_offset': 258, 'id': 44998, 'label': 'vulnerability', 'start_offset': 244}, {'end_offset': 129, 'id': 44993, 'label': 'identity', 'start_offset': 111}, {'end_offset': 86, 'id': 44994, 'label': 'vulnerability', 'start_offset': 62}, {'end_offset': 179, 'id': 44995, 'label': 'malware', 'start_offset': 168}, {'end_offset': 241, 'id': 4172, 'label': 'malware', 'start_offset': 230}]","[{'from_id': 44995, 'id': 51, 'to_id': 44998, 'type': 'exploits'}, {'from_id': 4172, 'id': 214, 'to_id': 44998, 'type': 'exploits'}]"
5416,Asus is likely only one of the vendors that is currently being targeted by Cyclops Blink.,"[{'end_offset': 4, 'id': 51420, 'label': 'identity', 'start_offset': 0}, {'end_offset': 88, 'id': 51421, 'label': 'malware', 'start_offset': 75}]","[{'from_id': 51421, 'id': 1094, 'to_id': 51420, 'type': 'targets'}]"
803,"Stolen credentials underpin some of the most critical and damaging attacks out there; both Shamoon 2 and the Sofacy threat actor group, for example, have made detailed use of credential theft.","[{'end_offset': 191, 'id': 46358, 'label': 'attack-pattern', 'start_offset': 175}, {'end_offset': 134, 'id': 46356, 'label': 'threat-actor', 'start_offset': 109}, {'end_offset': 100, 'id': 46357, 'label': 'threat-actor', 'start_offset': 91}]","[{'from_id': 46357, 'id': 182, 'to_id': 46358, 'type': 'uses'}, {'from_id': 46356, 'id': 183, 'to_id': 46358, 'type': 'uses'}]"
2596,"This was followed in short order by attacks on South American telecoms providers Claro and Embratel, Brazilian state-owned postal service “Correios,” and Portuguese media giant Impresa.","[{'end_offset': 110, 'id': 47784, 'label': 'location', 'start_offset': 101}, {'end_offset': 147, 'id': 47785, 'label': 'identity', 'start_offset': 139}, {'end_offset': 164, 'id': 47786, 'label': 'location', 'start_offset': 154}, {'end_offset': 61, 'id': 47781, 'label': 'location', 'start_offset': 47}, {'end_offset': 99, 'id': 47783, 'label': 'identity', 'start_offset': 91}, {'end_offset': 184, 'id': 47787, 'label': 'identity', 'start_offset': 176}, {'end_offset': 86, 'id': 47782, 'label': 'identity', 'start_offset': 81}]","[{'from_id': 47787, 'id': 352, 'to_id': 47786, 'type': 'located-at'}, {'from_id': 47785, 'id': 353, 'to_id': 47784, 'type': 'located-at'}, {'from_id': 47782, 'id': 354, 'to_id': 47781, 'type': 'located-at'}, {'from_id': 47783, 'id': 355, 'to_id': 47781, 'type': 'located-at'}]"
14301,"Content of the MiaKhalifa.rar file README.txt provides instructions teaching the user how to turn off the anti-virus software and how to turn on the network, which the attacker needs to steal and upload data to its C&C server.","[{'end_offset': 29, 'id': 48512, 'label': 'FILEPATH', 'start_offset': 15}, {'end_offset': 125, 'id': 48515, 'label': 'SOFTWARE', 'start_offset': 106}, {'end_offset': 45, 'id': 48513, 'label': 'FILEPATH', 'start_offset': 34}, {'end_offset': 225, 'id': 48514, 'label': 'Infrastucture', 'start_offset': 215}]","[{'from_id': 48512, 'id': 439, 'to_id': 48513, 'type': 'related-to'}, {'from_id': 48513, 'id': 440, 'to_id': 48515, 'type': 'related-to'}]"
4800,"Many Russian government cyber assets have remained focused on Ukraine and related issues since the invasion began, while Russian APT activity outside of Ukraine largely remains the same.","[{'end_offset': 69, 'id': 50702, 'label': 'location', 'start_offset': 62}, {'end_offset': 132, 'id': 50703, 'label': 'threat-actor', 'start_offset': 121}, {'end_offset': 160, 'id': 50704, 'label': 'location', 'start_offset': 153}, {'end_offset': 36, 'id': 50701, 'label': 'threat-actor', 'start_offset': 5}]","[{'from_id': 50701, 'id': 986, 'to_id': 50702, 'type': 'targets'}]"
4165,"Based on these special mutex strings, we believe the threat actors come from a Chinese-speaking region.","[{'end_offset': 66, 'id': 49970, 'label': 'threat-actor', 'start_offset': 53}, {'end_offset': 102, 'id': 49971, 'label': 'location', 'start_offset': 79}]","[{'from_id': 49970, 'id': 894, 'to_id': 49971, 'type': 'located-at'}]"
2381,"After its payload is decrypted, StealthMutant performs process hollowing to execute its payload in a remote process.","[{'end_offset': 72, 'id': 7081, 'label': 'attack-pattern', 'start_offset': 55}, {'end_offset': 45, 'id': 47444, 'label': 'malware', 'start_offset': 32}]","[{'from_id': 47444, 'id': 325, 'to_id': 7081, 'type': 'uses'}]"
13149,We found that Tropic Trooper’s latest activities center on targeting Taiwanese and the Philippine military’s physically isolated networks through a USBferry attack (the name derived from a sample found in a related research).,"[{'end_offset': 28, 'id': 48927, 'label': 'threat-actor', 'start_offset': 14}, {'end_offset': 79, 'id': 48928, 'label': 'location', 'start_offset': 69}, {'end_offset': 98, 'id': 48929, 'label': 'location', 'start_offset': 87}, {'end_offset': 109, 'id': 48931, 'label': 'identity', 'start_offset': 98}, {'end_offset': 163, 'id': 48930, 'label': 'malware', 'start_offset': 148}]","[{'from_id': 48931, 'id': 500, 'to_id': 48929, 'type': 'located-at'}, {'from_id': 48931, 'id': 501, 'to_id': 48928, 'type': 'located-at'}, {'from_id': 48927, 'id': 503, 'to_id': 48930, 'type': 'uses'}, {'from_id': 48927, 'id': 502, 'to_id': 48931, 'type': 'targets'}]"
3403, 8b5d4840bbdce0798950cd5584e3d4564581a7698bc6cfb2892c97b826129cec  Silverlight_ins.exe,"[{'end_offset': 65, 'id': 10270, 'label': 'hash', 'start_offset': 1}, {'end_offset': 86, 'id': 49071, 'label': 'FILEPATH', 'start_offset': 67}]","[{'from_id': 10270, 'id': 649, 'to_id': 49071, 'type': 'duplicate-of'}]"
3545,"Blackgear’s campaigns also use email as an entry point, which is why it’s important to secure the email gateway.","[{'end_offset': 9, 'id': 49322, 'label': 'threat-actor', 'start_offset': 0}, {'end_offset': 54, 'id': 49323, 'label': 'attack-pattern', 'start_offset': 27}]","[{'from_id': 49322, 'id': 783, 'to_id': 49323, 'type': 'uses'}]"
13588,"The blog post describes a web shell with two components — a PHP script and an HTML uploading file — however,  the second one is not needed as the proper POST request can be created with any custom or third-party tool (e.g., Fiddler).      Figure 6.","[{'end_offset': 35, 'id': 51676, 'label': 'tools', 'start_offset': 26}, {'end_offset': 71, 'id': 51677, 'label': 'tools', 'start_offset': 60}, {'end_offset': 97, 'id': 51678, 'label': 'tools', 'start_offset': 78}]","[{'from_id': 51676, 'id': 1130, 'to_id': 51677, 'type': 'consists-of'}, {'from_id': 51676, 'id': 1131, 'to_id': 51678, 'type': 'consists-of'}]"
13561,"As previously mentioned, Water Pamola sent online shopping orders appended with a malicious XSS script to attack e-commerce administrators.","[{'end_offset': 37, 'id': 51638, 'label': 'campaign', 'start_offset': 25}, {'end_offset': 95, 'id': 51639, 'label': 'attack-pattern', 'start_offset': 92}, {'end_offset': 138, 'id': 51640, 'label': 'identity', 'start_offset': 113}]","[{'from_id': 51638, 'id': 1119, 'to_id': 51640, 'type': 'targets'}, {'from_id': 51638, 'id': 1120, 'to_id': 51639, 'type': 'uses'}]"
3422, Backdoor.Win64.BIOPASS.A  e52ea54cfe3afd93a53e368245c5630425e326291bf1b2599b75dbf8e75b7aeb  flashplayer_install_cn.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  f1ad25b594a855a3c9af75c5da74b44d900f6fbb655033f9a98a956292011c8e  Silverlight.exe,"[{'end_offset': 132, 'id': 10311, 'label': 'malware', 'start_offset': 121}, {'end_offset': 91, 'id': 10310, 'label': 'hash', 'start_offset': 27}, {'end_offset': 231, 'id': 10312, 'label': 'hash', 'start_offset': 167}, {'end_offset': 25, 'id': 49110, 'label': 'malware', 'start_offset': 1}, {'end_offset': 165, 'id': 49111, 'label': 'malware', 'start_offset': 141}, {'end_offset': 119, 'id': 49112, 'label': 'FILEPATH', 'start_offset': 93}, {'end_offset': 248, 'id': 49113, 'label': 'FILEPATH', 'start_offset': 233}]","[{'from_id': 49113, 'id': 716, 'to_id': 49111, 'type': 'indicates'}, {'from_id': 10311, 'id': 717, 'to_id': 49111, 'type': 'duplicate-of'}, {'from_id': 49112, 'id': 713, 'to_id': 10310, 'type': 'duplicate-of'}, {'from_id': 49113, 'id': 714, 'to_id': 10312, 'type': 'duplicate-of'}, {'from_id': 10312, 'id': 715, 'to_id': 49111, 'type': 'indicates'}, {'from_id': 49112, 'id': 718, 'to_id': 49110, 'type': 'indicates'}, {'from_id': 10310, 'id': 719, 'to_id': 49110, 'type': 'indicates'}]"
336," All of the domains currently resolve to 151.248.115.146, a Russian IP address and have WhoIs records associated with the e-mail address “ladomfichisi1987@mail.ru”.","[{'end_offset': 56, 'id': 1156, 'label': 'IPV4', 'start_offset': 41}, {'end_offset': 67, 'id': 46025, 'label': 'location', 'start_offset': 60}, {'end_offset': 162, 'id': 44703, 'label': 'EMAIL', 'start_offset': 138}]","[{'from_id': 1156, 'id': 148, 'to_id': 44703, 'type': 'related-to'}]"
600," The attackers behind Hancitor aren’t the first to time their spam attacks like this, but it is an effective tactic to try and increase their chances of success, especially when combined with the other innovation that we’ve seen.","[{'end_offset': 30, 'id': 44791, 'label': 'malware', 'start_offset': 22}, {'end_offset': 74, 'id': 44792, 'label': 'attack-pattern', 'start_offset': 62}]","[{'from_id': 44791, 'id': 23, 'to_id': 44792, 'type': 'uses'}]"
2555, Credential theft has been known to be a key part of the Shamoon 2 attacks.,"[{'end_offset': 17, 'id': 47749, 'label': 'attack-pattern', 'start_offset': 1}, {'end_offset': 66, 'id': 47750, 'label': 'threat-actor', 'start_offset': 57}]","[{'from_id': 47750, 'id': 348, 'to_id': 47749, 'type': 'uses'}]"
14299,"In the case of the Windows variant (WORM_INFOKEY.A) of Maikspy last seen in April 2017, the user will be tricked into downloading a MiaKhalifa.rar file, which contains the files seen in the screenshot below:","[{'end_offset': 86, 'id': 48510, 'label': 'TIME', 'start_offset': 76}, {'end_offset': 27, 'id': 48507, 'label': 'SOFTWARE', 'start_offset': 19}, {'end_offset': 50, 'id': 48508, 'label': 'malware', 'start_offset': 36}, {'end_offset': 63, 'id': 48509, 'label': 'malware', 'start_offset': 55}, {'end_offset': 152, 'id': 48511, 'label': 'FILEPATH', 'start_offset': 132}]","[{'from_id': 48508, 'id': 435, 'to_id': 48509, 'type': 'related-to'}, {'from_id': 48508, 'id': 436, 'to_id': 48507, 'type': 'duplicate-of'}, {'from_id': 48509, 'id': 437, 'to_id': 48510, 'type': 'related-to'}, {'from_id': 48508, 'id': 438, 'to_id': 48511, 'type': 'related-to'}]"
2682,"LockBit 2.0 operators also released an information-stealer dubbed StealBit, which was developed to support affiliates of the LockBit 2.0 RaaS when exfiltrating data from breached companies.","[{'end_offset': 74, 'id': 45655, 'label': 'malware', 'start_offset': 66}, {'end_offset': 11, 'id': 45654, 'label': 'threat-actor', 'start_offset': 0}, {'end_offset': 136, 'id': 45656, 'label': 'threat-actor', 'start_offset': 125}]","[{'from_id': 45655, 'id': 111, 'to_id': 45654, 'type': 'authored-by'}]"
14337,"Based on these findings, it’s possible that the attackers behind Maikspy operate //www[.]roundyearfun[.]org/ and hxxp://miakhalifagame[.]com/.","[{'end_offset': 73, 'id': 48565, 'label': 'malware', 'start_offset': 65}, {'end_offset': 141, 'id': 48568, 'label': 'URL', 'start_offset': 113}, {'end_offset': 108, 'id': 48566, 'label': 'URL', 'start_offset': 83}]","[{'from_id': 48565, 'id': 446, 'to_id': 48566, 'type': 'beacons-to'}, {'from_id': 48565, 'id': 447, 'to_id': 48568, 'type': 'beacons-to'}]"
3781, Mirai/Gafgyt dropper scripts or variants  Perl Shellbot  Coinminer activity  Webshell downloads (full injected command)  Callback/Scanning activity  Direct Download exploits where payloads were no longer live at the time of analysis:  Sample hashes  801b23bffa65facee1da69bc6f72f8e1e4e1aeefc63dfd3a99b238d4f9d0a637 6d403c3fc246d6d493a6f4acc18c1c292f710db6ad9c3ea2ff065595c5ad3c5b 940a674cfe8179b2b8964bf408037e0e5a5ab7e47354fe4fa7a9289732e1f1b8 fdc94d0dedf6e53dd435d2b5eacb4c34923fadee50529db6f3de38c71f325e05 85143ecc41fb6aadd822ed2d6f20c721a83ae1088f406f29b8b0b05459053a03  bot.v 0b4b25fab4c922e752e689111f38957e0402fd83f6b1d69e8f43c6f4b68fc1ba C2 server : 5[.]39.217.212:80,"[{'end_offset': 67, 'id': 11449, 'label': 'malware', 'start_offset': 58}, {'end_offset': 315, 'id': 11452, 'label': 'hash', 'start_offset': 251}, {'end_offset': 380, 'id': 11453, 'label': 'hash', 'start_offset': 316}, {'end_offset': 445, 'id': 11454, 'label': 'hash', 'start_offset': 381}, {'end_offset': 510, 'id': 11455, 'label': 'hash', 'start_offset': 446}, {'end_offset': 575, 'id': 11456, 'label': 'hash', 'start_offset': 511}, {'end_offset': 647, 'id': 11457, 'label': 'hash', 'start_offset': 583}, {'end_offset': 677, 'id': 49619, 'label': 'IPV4', 'start_offset': 660}, {'end_offset': 21, 'id': 49620, 'label': 'malware', 'start_offset': 1}]","[{'from_id': 11453, 'id': 845, 'to_id': 49620, 'type': 'indicates'}, {'from_id': 11452, 'id': 844, 'to_id': 49620, 'type': 'indicates'}, {'from_id': 11454, 'id': 846, 'to_id': 49620, 'type': 'indicates'}, {'from_id': 11455, 'id': 847, 'to_id': 49620, 'type': 'indicates'}, {'from_id': 11456, 'id': 848, 'to_id': 49620, 'type': 'indicates'}, {'from_id': 11457, 'id': 849, 'to_id': 49620, 'type': 'indicates'}, {'from_id': 49620, 'id': 850, 'to_id': 49619, 'type': 'communicates-with'}]"
1820,The tools transferred using AnyDesk are:  Netscan: To scan for other endpoints Nmap (log4shell.nse): To scan for Log4shell vulnerable endpoints Hacking tools Mimikatz and Impacket: For lateral movement PDQ deploy: For mass deployment of malicious script to multiple endpoints Aswarpot.sys: For disabling defense solutions.,"[{'end_offset': 35, 'id': 46938, 'label': 'tools', 'start_offset': 28}, {'end_offset': 166, 'id': 46944, 'label': 'tools', 'start_offset': 158}, {'end_offset': 321, 'id': 46951, 'label': 'attack-pattern', 'start_offset': 294}, {'end_offset': 83, 'id': 46940, 'label': 'tools', 'start_offset': 79}, {'end_offset': 98, 'id': 46942, 'label': 'FILEPATH', 'start_offset': 85}, {'end_offset': 179, 'id': 46947, 'label': 'tools', 'start_offset': 171}, {'end_offset': 49, 'id': 46939, 'label': 'tools', 'start_offset': 42}, {'end_offset': 122, 'id': 46943, 'label': 'vulnerability', 'start_offset': 113}, {'end_offset': 288, 'id': 46950, 'label': 'FILEPATH', 'start_offset': 276}, {'end_offset': 201, 'id': 46948, 'label': 'attack-pattern', 'start_offset': 185}, {'end_offset': 253, 'id': 46949, 'label': 'attack-pattern', 'start_offset': 218}, {'end_offset': 212, 'id': 46953, 'label': 'tools', 'start_offset': 202}, {'end_offset': 284, 'id': 46956, 'label': 'tools', 'start_offset': 276}, {'end_offset': 108, 'id': 46955, 'label': 'attack-pattern', 'start_offset': 104}]","[{'from_id': 46938, 'id': 272, 'to_id': 46947, 'type': 'downloads'}, {'from_id': 46938, 'id': 267, 'to_id': 46939, 'type': 'downloads'}, {'from_id': 46938, 'id': 268, 'to_id': 46940, 'type': 'downloads'}, {'from_id': 46940, 'id': 269, 'to_id': 46942, 'type': 'uses'}, {'from_id': 46938, 'id': 271, 'to_id': 46944, 'type': 'downloads'}, {'from_id': 46938, 'id': 273, 'to_id': 46953, 'type': 'downloads'}, {'from_id': 46938, 'id': 276, 'to_id': 46956, 'type': 'downloads'}]"
13541,Victims are now mainly located only in Japan.,"[{'end_offset': 44, 'id': 51611, 'label': 'location', 'start_offset': 39}, {'end_offset': 7, 'id': 51612, 'label': 'identity', 'start_offset': 0}]","[{'from_id': 51612, 'id': 1111, 'to_id': 51611, 'type': 'located-at'}]"
4845,We have also observed Indian hack-for-hire firms work with freelance actors not directly employed by the firms themselves.,"[{'end_offset': 28, 'id': 50804, 'label': 'location', 'start_offset': 22}, {'end_offset': 48, 'id': 50805, 'label': 'identity', 'start_offset': 29}]","[{'from_id': 50805, 'id': 1019, 'to_id': 50804, 'type': 'located-at'}]"
2058,"From the GitHub page, we also observed a URL to a site – xn--90a5ai[.]com(фсб[.]com) – resolving to the previously mentioned IP 164[.]68[.]114[.]29, which at this point in time only shows an animation of interconnecting points.","[{'end_offset': 83, 'id': 45239, 'label': 'url', 'start_offset': 74}, {'end_offset': 147, 'id': 45240, 'label': 'IPV4', 'start_offset': 128}, {'end_offset': 15, 'id': 45237, 'label': 'SOFTWARE', 'start_offset': 9}, {'end_offset': 73, 'id': 45238, 'label': 'url', 'start_offset': 57}]","[{'from_id': 45238, 'id': 306, 'to_id': 45240, 'type': 'related-to'}, {'from_id': 45239, 'id': 307, 'to_id': 45240, 'type': 'related-to'}]"
3365,.Python.BIOPASS.A  f21decb19da8d8c07066a78839ffd8af6721b1f4323f10a1df030325a1a5e159  cdaemon.txt  BIOPASS RAT Python Script (Cdaemon module),"[{'end_offset': 109, 'id': 10182, 'label': 'malware', 'start_offset': 98}, {'end_offset': 83, 'id': 10181, 'label': 'hash', 'start_offset': 19}, {'end_offset': 96, 'id': 48983, 'label': 'FILEPATH', 'start_offset': 85}, {'end_offset': 17, 'id': 48984, 'label': 'malware', 'start_offset': 1}]","[{'from_id': 10181, 'id': 542, 'to_id': 10182, 'type': 'indicates'}, {'from_id': 48983, 'id': 543, 'to_id': 10182, 'type': 'indicates'}, {'from_id': 48983, 'id': 544, 'to_id': 10181, 'type': 'duplicate-of'}, {'from_id': 48984, 'id': 545, 'to_id': 10182, 'type': 'duplicate-of'}]"
5070,"On February 10, Threat Analysis Group discovered two distinct North Korean government-backed attacker groups exploiting a remote code execution vulnerability in Chrome, CVE-2022-0609.","[{'end_offset': 14, 'id': 51176, 'label': 'TIME', 'start_offset': 3}, {'end_offset': 37, 'id': 51177, 'label': 'identity', 'start_offset': 16}, {'end_offset': 108, 'id': 51178, 'label': 'threat-actor', 'start_offset': 62}, {'end_offset': 157, 'id': 51179, 'label': 'vulnerability', 'start_offset': 122}, {'end_offset': 182, 'id': 51180, 'label': 'vulnerability', 'start_offset': 169}, {'end_offset': 167, 'id': 51181, 'label': 'SOFTWARE', 'start_offset': 161}]","[{'from_id': 51179, 'id': 1068, 'to_id': 51180, 'type': 'duplicate-of'}, {'from_id': 51181, 'id': 1069, 'to_id': 51180, 'type': 'has'}, {'from_id': 51178, 'id': 1070, 'to_id': 51180, 'type': 'exploits'}]"
3409,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  9eed9a2e0edf38f6354f4e57b3a6b9bed5b19263f54bcee19e66fc8af0c29e4e  test.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  9f34d28562e7e1e3721bbf679c58aa8f5898995ed999a641f26de120f3a42cf4  Silverlight1.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  9ff906ffcde32e4c6fb3ea4652e6d6326713a7fde8bb783b52f12a1f382f8798  test.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  a7c4dac7176e291bd2aba860e1aa301fb5f7d880794f493f2dea0982e2b7eb31  test.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  b48e01ff816f12125f9f4cfc9180d534c7c57ef4ee50c0ebbe445e88d4ade939  test.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  b82bde3fe5ee900a76ac27b4869ed9aa0802c63bbd72b3bfb0f1abce6340cc6c  Silverlight_ins.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  b9d0838be8952ebd4218c8f548ce94901f789ec1e32f5eaf46733f0c94c77999  Silverlight_ins.exe  ,"[{'end_offset': 11, 'id': 10275, 'label': 'malware', 'start_offset': 0}, {'end_offset': 110, 'id': 10276, 'label': 'hash', 'start_offset': 46}, {'end_offset': 133, 'id': 10277, 'label': 'malware', 'start_offset': 122}, {'end_offset': 263, 'id': 10279, 'label': 'malware', 'start_offset': 252}, {'end_offset': 385, 'id': 10281, 'label': 'malware', 'start_offset': 374}, {'end_offset': 484, 'id': 10282, 'label': 'hash', 'start_offset': 420}, {'end_offset': 507, 'id': 10283, 'label': 'malware', 'start_offset': 496}, {'end_offset': 606, 'id': 10284, 'label': 'hash', 'start_offset': 542}, {'end_offset': 629, 'id': 10285, 'label': 'malware', 'start_offset': 618}, {'end_offset': 728, 'id': 10286, 'label': 'hash', 'start_offset': 664}, {'end_offset': 762, 'id': 10287, 'label': 'malware', 'start_offset': 751}, {'end_offset': 861, 'id': 10288, 'label': 'hash', 'start_offset': 797}, {'end_offset': 232, 'id': 10278, 'label': 'hash', 'start_offset': 168}, {'end_offset': 362, 'id': 10280, 'label': 'hash', 'start_offset': 298}, {'end_offset': 44, 'id': 49076, 'label': 'malware', 'start_offset': 20}, {'end_offset': 250, 'id': 49078, 'label': 'FILEPATH', 'start_offset': 234}, {'end_offset': 296, 'id': 49079, 'label': 'malware', 'start_offset': 272}, {'end_offset': 418, 'id': 49081, 'label': 'malware', 'start_offset': 394}, {'end_offset': 540, 'id': 49083, 'label': 'malware', 'start_offset': 516}, {'end_offset': 795, 'id': 49087, 'label': 'malware', 'start_offset': 771}, {'end_offset': 166, 'id': 49077, 'label': 'malware', 'start_offset': 142}, {'end_offset': 372, 'id': 49080, 'label': 'FILEPATH', 'start_offset': 364}, {'end_offset': 616, 'id': 49084, 'label': 'FILEPATH', 'start_offset': 608}, {'end_offset': 749, 'id': 49086, 'label': 'FILEPATH', 'start_offset': 730}, {'end_offset': 882, 'id': 49088, 'label': 'FILEPATH', 'start_offset': 863}, {'end_offset': 120, 'id': 49089, 'label': 'FILEPATH', 'start_offset': 112}, {'end_offset': 494, 'id': 49082, 'label': 'FILEPATH', 'start_offset': 486}, {'end_offset': 662, 'id': 49085, 'label': 'malware', 'start_offset': 638}]","[{'from_id': 10275, 'id': 654, 'to_id': 49076, 'type': 'duplicate-of'}, {'from_id': 10277, 'id': 655, 'to_id': 49077, 'type': 'duplicate-of'}, {'from_id': 10279, 'id': 656, 'to_id': 49079, 'type': 'duplicate-of'}, {'from_id': 10281, 'id': 657, 'to_id': 49081, 'type': 'duplicate-of'}, {'from_id': 10283, 'id': 658, 'to_id': 49083, 'type': 'duplicate-of'}, {'from_id': 10285, 'id': 659, 'to_id': 49085, 'type': 'duplicate-of'}, {'from_id': 10287, 'id': 660, 'to_id': 49087, 'type': 'duplicate-of'}, {'from_id': 49088, 'id': 661, 'to_id': 10288, 'type': 'duplicate-of'}, {'from_id': 49086, 'id': 662, 'to_id': 10286, 'type': 'duplicate-of'}, {'from_id': 49084, 'id': 663, 'to_id': 10284, 'type': 'duplicate-of'}, {'from_id': 49082, 'id': 664, 'to_id': 10282, 'type': 'duplicate-of'}, {'from_id': 49080, 'id': 665, 'to_id': 10280, 'type': 'duplicate-of'}, {'from_id': 49078, 'id': 666, 'to_id': 10278, 'type': 'duplicate-of'}, {'from_id': 49089, 'id': 667, 'to_id': 10276, 'type': 'duplicate-of'}, {'from_id': 10276, 'id': 668, 'to_id': 49076, 'type': 'indicates'}, {'from_id': 49089, 'id': 669, 'to_id': 49076, 'type': 'indicates'}, {'from_id': 49078, 'id': 670, 'to_id': 49077, 'type': 'indicates'}, {'from_id': 10278, 'id': 671, 'to_id': 49077, 'type': 'indicates'}, {'from_id': 49080, 'id': 672, 'to_id': 49079, 'type': 'indicates'}, {'from_id': 10280, 'id': 673, 'to_id': 49079, 'type': 'indicates'}, {'from_id': 49082, 'id': 674, 'to_id': 49081, 'type': 'indicates'}, {'from_id': 10282, 'id': 675, 'to_id': 49081, 'type': 'indicates'}, {'from_id': 49084, 'id': 676, 'to_id': 49083, 'type': 'indicates'}, {'from_id': 10284, 'id': 677, 'to_id': 49083, 'type': 'indicates'}, {'from_id': 49086, 'id': 678, 'to_id': 49085, 'type': 'indicates'}, {'from_id': 10286, 'id': 679, 'to_id': 49085, 'type': 'indicates'}, {'from_id': 49088, 'id': 680, 'to_id': 10287, 'type': 'indicates'}]"
3393,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  3e8f8b8a5f70c195a2e4d4fc7f80523809f6dbf9ead061ce8ef04fb489a577cf  test-flash.exe  BIOPASS RAT Loader  Backdoor.Win32.BIOPASS.A  5d7aa3474e734913ecb4b820c0c546c92f7684081c519eecd3990e11a19bf2ba  flash_installer.exe  ,"[{'end_offset': 11, 'id': 10244, 'label': 'malware', 'start_offset': 0}, {'end_offset': 139, 'id': 10246, 'label': 'malware', 'start_offset': 128}, {'end_offset': 110, 'id': 10245, 'label': 'hash', 'start_offset': 46}, {'end_offset': 238, 'id': 10247, 'label': 'hash', 'start_offset': 174}, {'end_offset': 44, 'id': 49048, 'label': 'malware', 'start_offset': 20}, {'end_offset': 172, 'id': 49047, 'label': 'malware', 'start_offset': 148}, {'end_offset': 259, 'id': 49050, 'label': 'FILEPATH', 'start_offset': 240}, {'end_offset': 126, 'id': 49049, 'label': 'FILEPATH', 'start_offset': 112}]","[{'from_id': 10244, 'id': 600, 'to_id': 49048, 'type': 'duplicate-of'}, {'from_id': 10246, 'id': 601, 'to_id': 49047, 'type': 'duplicate-of'}, {'from_id': 49049, 'id': 602, 'to_id': 10245, 'type': 'duplicate-of'}, {'from_id': 49050, 'id': 603, 'to_id': 10247, 'type': 'duplicate-of'}, {'from_id': 10247, 'id': 604, 'to_id': 49047, 'type': 'indicates'}, {'from_id': 49050, 'id': 605, 'to_id': 49047, 'type': 'indicates'}, {'from_id': 49049, 'id': 606, 'to_id': 49048, 'type': 'indicates'}, {'from_id': 10245, 'id': 607, 'to_id': 49048, 'type': 'indicates'}]"
